"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar viaje de Medellin a bogota","Busqueda exitosa de viaje de medellin a bogota","SUCCESS","2019-04-03T03:04:18.848-05:00[America/Bogota]","0.0","17.44"
