"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar viaje de Medellin a bogota","Busqueda exitosa de viaje de medellin a bogota","SUCCESS","2019-04-10T00:52:53.435-05:00[America/Bogota]","0.0","41.4"
